order_line_id,message_id,allocation_date,customer_id,product_id,raw_product_text,requested_quantity,unit,requested_quantity_kg,requested_grade,delivery_date,substitution_allowed,notes
O0000520,M000212,2025-01-19,C006,P03,cuke,7.0,kg,7.0,A,2025-01-19,False,synthetic order line
O0000521,M000213,2025-01-19,C007,P04,strawberries,28.0,kg,28.0,B,2025-01-19,True,synthetic order line
O0000522,M000218,2025-01-19,C012,P04,strawberry,22.0,kg,22.0,B,2025-01-19,True,synthetic order line
O0000523,M000209,2025-01-19,C003,P04,strawberries,9.0,kg,9.0,A,2025-01-19,False,synthetic order line
O0000524,M000217,2025-01-19,C011,P05,peppers,1.0,crate,10.0,B,2025-01-19,True,synthetic order line
O0000525,M000216,2025-01-19,C010,P05,capsicum,7.0,kg,7.0,B,2025-01-19,False,synthetic order line
O0000526,M000207,2025-01-19,C001,P05,bell pepper,1.0,box,5.0,B,2025-01-19,True,synthetic order line
O0000527,M000211,2025-01-19,C005,P05,peppers,4.0,kg,4.0,B,2025-01-19,True,synthetic order line
O0000528,M000209,2025-01-19,C003,P05,capsicum,9.0,kg,9.0,B,2025-01-19,True,synthetic order line
O0000529,M000213,2025-01-19,C007,P06,leaf spinach,8.0,kg,8.0,B,2025-01-19,True,synthetic order line
O0000530,M000211,2025-01-19,C005,P06,leaf spinach,3.0,box,9.0,B,2025-01-19,True,synthetic order line
O0000531,M000217,2025-01-19,C011,P06,spinach,12.0,kg,12.0,A,2025-01-19,False,synthetic order line
O0000532,M000214,2025-01-19,C008,P06,leaf spinach,4.0,kg,4.0,B,2025-01-19,True,synthetic order line
O0000533,M000209,2025-01-19,C003,P06,spinach,3.0,kg,3.0,A,2025-01-19,False,synthetic order line
O0000534,M000215,2025-01-19,C009,P07,carrot,25.0,kg,25.0,A,2025-01-19,True,synthetic order line
O0000535,M000207,2025-01-19,C001,P07,car,20.0,kg,20.0,B,2025-01-19,True,synthetic order line
O0000536,M000213,2025-01-19,C007,P07,carrots,19.0,kg,19.0,A,2025-01-19,False,synthetic order line
O0000537,M000214,2025-01-19,C008,P07,carrot,4.0,box,32.0,B,2025-01-19,True,synthetic order line
O0000538,M000217,2025-01-19,C011,P08,broccoli,10.0,box,50.0,A,2025-01-19,False,synthetic order line
O0000539,M000210,2025-01-19,C004,P08,broc,30.0,kg,30.0,A,2025-01-19,False,synthetic order line
O0000540,M000221,2025-01-20,C003,P01,tomatoes,21.0,kg,21.0,B,2025-01-20,True,synthetic order line
O0000541,M000219,2025-01-20,C001,P01,tomatoes,40.0,kg,40.0,A,2025-01-20,False,synthetic order line
O0000542,M000227,2025-01-20,C009,P01,tomatoes,1.0,crate,10.0,A,2025-01-20,False,synthetic order line
O0000543,M000223,2025-01-20,C005,P02,lett,9.0,kg,9.0,A,2025-01-20,False,synthetic order line
O0000544,M000225,2025-01-20,C007,P02,lettuces,11.0,kg,11.0,A,2025-01-20,False,synthetic order line
O0000545,M000230,2025-01-20,C012,P02,lett,39.0,kg,39.0,B,2025-01-20,True,synthetic order line
O0000546,M000222,2025-01-20,C004,P03,cuke,2.0,box,12.0,A,2025-01-20,False,synthetic order line
O0000547,M000220,2025-01-20,C002,P03,cuke,8.0,box,48.0,A,2025-01-20,True,synthetic order line
O0000548,M000228,2025-01-20,C010,P03,cucumbers,9.0,kg,9.0,A,2025-01-20,False,synthetic order line
O0000549,M000223,2025-01-20,C005,P03,cucumbers,24.0,kg,24.0,A,2025-01-20,False,synthetic order line
O0000550,M000225,2025-01-20,C007,P04,berries,7.0,kg,7.0,A,2025-01-20,False,synthetic order line
O0000551,M000229,2025-01-20,C011,P04,strawberries,11.0,kg,11.0,A,2025-01-20,False,synthetic order line
O0000552,M000228,2025-01-20,C010,P04,strawberries,3.0,kg,3.0,B,2025-01-20,True,synthetic order line
O0000553,M000226,2025-01-20,C008,P04,strawberries,16.0,kg,16.0,B,2025-01-20,False,synthetic order line
O0000554,M000224,2025-01-20,C006,P04,strawberries,5.0,box,15.0,A,2025-01-20,False,synthetic order line
O0000555,M000221,2025-01-20,C003,P05,bell pepper,1.0,box,5.0,B,2025-01-20,True,synthetic order line
O0000556,M000227,2025-01-20,C009,P05,capsicum,13.0,kg,13.0,B,2025-01-20,False,synthetic order line
O0000557,M000229,2025-01-20,C011,P05,peppers,7.0,kg,7.0,A,2025-01-20,False,synthetic order line
O0000558,M000228,2025-01-20,C010,P05,capsicum,37.0,kg,37.0,A,2025-01-20,False,synthetic order line
O0000559,M000229,2025-01-20,C011,P06,spin,5.0,box,15.0,A,2025-01-20,True,synthetic order line
O0000560,M000225,2025-01-20,C007,P06,spin,14.0,kg,14.0,A,2025-01-20,True,synthetic order line
O0000561,M000226,2025-01-20,C008,P06,spinach,1.0,box,3.0,A,2025-01-20,False,synthetic order line
O0000562,M000229,2025-01-20,C011,P07,car,21.0,kg,21.0,A,2025-01-20,False,synthetic order line
O0000563,M000225,2025-01-20,C007,P07,car,21.0,kg,21.0,B,2025-01-20,True,synthetic order line
O0000564,M000219,2025-01-20,C001,P07,car,34.0,kg,34.0,A,2025-01-20,False,synthetic order line
O0000565,M000224,2025-01-20,C006,P07,carrot,1.0,box,8.0,B,2025-01-20,True,synthetic order line
O0000566,M000223,2025-01-20,C005,P08,broccoli,8.0,kg,8.0,A,2025-01-20,False,synthetic order line
O0000567,M000226,2025-01-20,C008,P08,broccoli,12.0,kg,12.0,A,2025-01-20,False,synthetic order line
O0000568,M000220,2025-01-20,C002,P08,broccoli,4.0,box,20.0,A,2025-01-20,True,synthetic order line
O0000569,M000225,2025-01-20,C007,P08,broc,3.0,box,15.0,B,2025-01-20,True,synthetic order line
O0000570,M000234,2025-01-21,C004,P01,toms,51.0,kg,51.0,B,2025-01-21,True,synthetic order line
O0000571,M000232,2025-01-21,C002,P01,tomatoes,15.0,kg,15.0,B,2025-01-21,True,synthetic order line
O0000572,M000242,2025-01-21,C012,P01,tomato,4.0,box,20.0,A,2025-01-21,True,synthetic order line
O0000573,M000236,2025-01-21,C006,P01,tomatoes,4.0,box,20.0,A,2025-01-21,False,synthetic order line
O0000574,M000231,2025-01-21,C001,P01,tomato,5.0,box,25.0,A,2025-01-21,False,synthetic order line
O0000575,M000237,2025-01-21,C007,P02,lett,11.0,kg,11.0,A,2025-01-21,False,synthetic order line
O0000576,M000232,2025-01-21,C002,P02,lettuce,2.0,box,8.0,A,2025-01-21,False,synthetic order line
O0000577,M000233,2025-01-21,C003,P02,lett,20.0,kg,20.0,A,2025-01-21,False,synthetic order line
O0000578,M000235,2025-01-21,C005,P02,lettuce,8.0,kg,8.0,B,2025-01-21,True,synthetic order line
O0000579,M000238,2025-01-21,C008,P03,cucumber,3.0,box,18.0,A,2025-01-21,False,synthetic order line
O0000580,M000236,2025-01-21,C006,P03,cuke,1.0,crate,12.0,A,2025-01-21,False,synthetic order line
O0000581,M000239,2025-01-21,C009,P03,cuke,4.0,box,24.0,B,2025-01-21,True,synthetic order line
O0000582,M000242,2025-01-21,C012,P03,cucumber,8.0,box,48.0,A,2025-01-21,False,synthetic order line
O0000583,M000240,2025-01-21,C010,P03,cuke,12.0,kg,12.0,B,2025-01-21,False,synthetic order line
O0000584,M000238,2025-01-21,C008,P04,strawberry,9.0,kg,9.0,A,2025-01-21,False,synthetic order line
O0000585,M000236,2025-01-21,C006,P04,strawberries,11.0,kg,11.0,A,2025-01-21,False,synthetic order line
O0000586,M000235,2025-01-21,C005,P04,strawberry,6.0,kg,6.0,A,2025-01-21,False,synthetic order line
O0000587,M000240,2025-01-21,C010,P04,strawberry,1.0,crate,6.0,A,2025-01-21,True,synthetic order line
O0000588,M000237,2025-01-21,C007,P04,berries,3.0,kg,3.0,B,2025-01-21,True,synthetic order line
O0000589,M000238,2025-01-21,C008,P05,bell pepper,45.0,kg,45.0,A,2025-01-21,False,synthetic order line
O0000590,M000234,2025-01-21,C004,P05,bell pepper,22.0,kg,22.0,B,2025-01-21,False,synthetic order line
O0000591,M000235,2025-01-21,C005,P06,leaf spinach,30.0,kg,30.0,A,2025-01-21,False,synthetic order line
O0000592,M000242,2025-01-21,C012,P06,spinach,4.0,kg,4.0,B,2025-01-21,True,synthetic order line
O0000593,M000237,2025-01-21,C007,P06,spinach,3.0,box,9.0,A,2025-01-21,False,synthetic order line
O0000594,M000236,2025-01-21,C006,P06,spin,1.0,box,3.0,A,2025-01-21,True,synthetic order line
O0000595,M000232,2025-01-21,C002,P06,spin,15.0,kg,15.0,A,2025-01-21,False,synthetic order line
O0000596,M000241,2025-01-21,C011,P07,carrots,23.0,kg,23.0,A,2025-01-21,True,synthetic order line
O0000597,M000242,2025-01-21,C012,P07,car,28.0,kg,28.0,A,2025-01-21,False,synthetic order line
O0000598,M000239,2025-01-21,C009,P07,carrots,17.0,kg,17.0,A,2025-01-21,False,synthetic order line
O0000599,M000237,2025-01-21,C007,P07,car,30.0,kg,30.0,A,2025-01-21,False,synthetic order line
O0000600,M000235,2025-01-21,C005,P07,car,19.0,kg,19.0,B,2025-01-21,True,synthetic order line
O0000601,M000233,2025-01-21,C003,P08,broc,5.0,kg,5.0,A,2025-01-21,False,synthetic order line
O0000602,M000234,2025-01-21,C004,P08,broccoli,5.0,box,25.0,A,2025-01-21,False,synthetic order line
O0000603,M000236,2025-01-21,C006,P08,broc,15.0,kg,15.0,A,2025-01-21,False,synthetic order line
O0000604,M000248,2025-01-22,C006,P01,tomatoes,35.0,kg,35.0,A,2025-01-22,False,synthetic order line
O0000605,M000245,2025-01-22,C003,P01,tomato,12.0,box,60.0,A,2025-01-22,False,synthetic order line
O0000606,M000251,2025-01-22,C009,P02,lettuce,19.0,kg,19.0,B,2025-01-22,False,synthetic order line
O0000607,M000253,2025-01-22,C011,P02,lettuces,3.0,crate,24.0,A,2025-01-22,False,synthetic order line
O0000608,M000249,2025-01-22,C007,P02,lettuce,33.0,kg,33.0,A,2025-01-22,False,synthetic order line
O0000609,M000244,2025-01-22,C002,P02,lett,11.0,kg,11.0,B,2025-01-22,True,synthetic order line
O0000610,M000243,2025-01-22,C001,P03,cucumbers,12.0,kg,12.0,A,2025-01-22,False,synthetic order line
O0000611,M000251,2025-01-22,C009,P03,cucumbers,6.0,box,36.0,B,2025-01-22,True,synthetic order line
O0000612,M000249,2025-01-22,C007,P03,cucumbers,28.0,kg,28.0,A,2025-01-22,False,synthetic order line
O0000613,M000244,2025-01-22,C002,P03,cuke,9.0,kg,9.0,A,2025-01-22,False,synthetic order line
O0000614,M000252,2025-01-22,C010,P03,cuke,25.0,kg,25.0,A,2025-01-22,False,synthetic order line
O0000615,M000251,2025-01-22,C009,P04,strawberry,15.0,kg,15.0,A,2025-01-22,True,synthetic order line
O0000616,M000253,2025-01-22,C011,P04,strawberry,13.0,kg,13.0,A,2025-01-22,True,synthetic order line
O0000617,M000245,2025-01-22,C003,P04,strawberries,3.0,kg,3.0,B,2025-01-22,True,synthetic order line
O0000618,M000243,2025-01-22,C001,P04,strawberry,2.0,box,6.0,A,2025-01-22,False,synthetic order line
O0000619,M000248,2025-01-22,C006,P04,strawberry,1.0,crate,6.0,A,2025-01-22,True,synthetic order line
O0000620,M000246,2025-01-22,C004,P05,capsicum,2.0,box,10.0,A,2025-01-22,False,synthetic order line
O0000621,M000250,2025-01-22,C008,P05,peppers,16.0,kg,16.0,A,2025-01-22,False,synthetic order line
O0000622,M000251,2025-01-22,C009,P05,peppers,35.0,kg,35.0,A,2025-01-22,False,synthetic order line
O0000623,M000246,2025-01-22,C004,P06,spin,45.0,kg,45.0,B,2025-01-22,True,synthetic order line
O0000624,M000252,2025-01-22,C010,P06,leaf spinach,1.0,crate,6.0,A,2025-01-22,False,synthetic order line
O0000625,M000244,2025-01-22,C002,P06,leaf spinach,1.0,crate,6.0,A,2025-01-22,False,synthetic order line
O0000626,M000243,2025-01-22,C001,P07,carrots,32.0,kg,32.0,B,2025-01-22,False,synthetic order line
O0000627,M000245,2025-01-22,C003,P07,car,37.0,kg,37.0,B,2025-01-22,True,synthetic order line
O0000628,M000250,2025-01-22,C008,P07,carrots,12.0,kg,12.0,A,2025-01-22,False,synthetic order line
O0000629,M000252,2025-01-22,C010,P07,carrot,19.0,kg,19.0,B,2025-01-22,False,synthetic order line
O0000630,M000249,2025-01-22,C007,P08,broc,25.0,kg,25.0,B,2025-01-22,True,synthetic order line
O0000631,M000244,2025-01-22,C002,P08,brocc,12.0,kg,12.0,A,2025-01-22,False,synthetic order line
O0000632,M000247,2025-01-22,C005,P08,brocc,1.0,box,5.0,A,2025-01-22,False,synthetic order line
O0000633,M000254,2025-01-22,C012,P08,broc,20.0,kg,20.0,B,2025-01-22,False,synthetic order line
O0000634,M000245,2025-01-22,C003,P08,broc,1.0,box,5.0,A,2025-01-22,False,synthetic order line
O0000635,M000265,2025-01-23,C011,P01,tomato,40.0,kg,40.0,B,2025-01-23,True,synthetic order line
O0000636,M000261,2025-01-23,C007,P01,tomato,41.0,kg,41.0,A,2025-01-23,False,synthetic order line
O0000637,M000258,2025-01-23,C004,P01,tomato,86.0,kg,86.0,A,2025-01-23,False,synthetic order line
O0000638,M000255,2025-01-23,C001,P02,lett,29.0,kg,29.0,A,2025-01-23,False,synthetic order line
O0000639,M000260,2025-01-23,C006,P02,lettuces,47.0,kg,47.0,B,2025-01-23,True,synthetic order line
O0000640,M000266,2025-01-23,C012,P03,cucumber,83.0,kg,83.0,A,2025-01-23,False,synthetic order line
O0000641,M000259,2025-01-23,C005,P03,cucumber,3.0,kg,3.0,B,2025-01-23,False,synthetic order line
O0000642,M000260,2025-01-23,C006,P04,strawberry,13.0,kg,13.0,A,2025-01-23,False,synthetic order line
O0000643,M000261,2025-01-23,C007,P04,strawberries,25.0,kg,25.0,B,2025-01-23,True,synthetic order line
O0000644,M000256,2025-01-23,C002,P04,strawberries,24.0,kg,24.0,B,2025-01-23,True,synthetic order line
O0000645,M000265,2025-01-23,C011,P05,capsicum,6.0,box,30.0,A,2025-01-23,False,synthetic order line
O0000646,M000257,2025-01-23,C003,P05,capsicum,1.0,box,5.0,A,2025-01-23,False,synthetic order line
O0000647,M000257,2025-01-23,C003,P06,spinach,3.0,kg,3.0,A,2025-01-23,False,synthetic order line
O0000648,M000266,2025-01-23,C012,P06,leaf spinach,18.0,kg,18.0,A,2025-01-23,False,synthetic order line
O0000649,M000255,2025-01-23,C001,P06,leaf spinach,9.0,kg,9.0,A,2025-01-23,False,synthetic order line
O0000650,M000264,2025-01-23,C010,P06,spin,9.0,kg,9.0,A,2025-01-23,False,synthetic order line
O0000651,M000263,2025-01-23,C009,P06,spin,9.0,kg,9.0,A,2025-01-23,False,synthetic order line
O0000652,M000262,2025-01-23,C008,P07,car,1.0,box,8.0,B,2025-01-23,True,synthetic order line
O0000653,M000266,2025-01-23,C012,P07,car,6.0,kg,6.0,A,2025-01-23,False,synthetic order line
O0000654,M000259,2025-01-23,C005,P07,car,1.0,box,8.0,A,2025-01-23,False,synthetic order line
O0000655,M000261,2025-01-23,C007,P07,carrot,2.0,box,16.0,A,2025-01-23,False,synthetic order line
O0000656,M000262,2025-01-23,C008,P08,broccoli,3.0,kg,3.0,A,2025-01-23,False,synthetic order line
O0000657,M000257,2025-01-23,C003,P08,broccoli,14.0,kg,14.0,A,2025-01-23,False,synthetic order line
O0000658,M000258,2025-01-23,C004,P08,brocc,3.0,crate,30.0,A,2025-01-23,True,synthetic order line
O0000659,M000270,2025-01-24,C004,P01,toms,1.0,crate,10.0,B,2025-01-24,False,synthetic order line
O0000660,M000269,2025-01-24,C003,P01,toms,48.0,kg,48.0,A,2025-01-24,False,synthetic order line
O0000661,M000275,2025-01-24,C009,P01,tomato,29.0,kg,29.0,A,2025-01-24,False,synthetic order line
O0000662,M000276,2025-01-24,C010,P02,lettuce,42.0,kg,42.0,B,2025-01-24,True,synthetic order line
O0000663,M000275,2025-01-24,C009,P02,lettuce,11.0,box,44.0,A,2025-01-24,True,synthetic order line
O0000664,M000275,2025-01-24,C009,P03,cuke,31.0,kg,31.0,B,2025-01-24,False,synthetic order line
O0000665,M000267,2025-01-24,C001,P03,cucumbers,33.0,kg,33.0,A,2025-01-24,False,synthetic order line
O0000666,M000276,2025-01-24,C010,P04,berries,31.0,kg,31.0,A,2025-01-24,False,synthetic order line
O0000667,M000270,2025-01-24,C004,P04,strawberries,3.0,kg,3.0,B,2025-01-24,True,synthetic order line
O0000668,M000275,2025-01-24,C009,P04,strawberries,3.0,kg,3.0,B,2025-01-24,True,synthetic order line
O0000669,M000273,2025-01-24,C007,P04,strawberry,3.0,kg,3.0,A,2025-01-24,False,synthetic order line
O0000670,M000272,2025-01-24,C006,P04,strawberry,1.0,crate,6.0,B,2025-01-24,True,synthetic order line
O0000671,M000271,2025-01-24,C005,P05,bell pepper,1.0,crate,10.0,B,2025-01-24,False,synthetic order line
O0000672,M000274,2025-01-24,C008,P05,bell pepper,1.0,crate,10.0,B,2025-01-24,True,synthetic order line
O0000673,M000277,2025-01-24,C011,P05,capsicum,2.0,crate,20.0,A,2025-01-24,False,synthetic order line
O0000674,M000269,2025-01-24,C003,P05,peppers,1.0,crate,10.0,A,2025-01-24,False,synthetic order line
O0000675,M000271,2025-01-24,C005,P06,spinach,6.0,kg,6.0,B,2025-01-24,True,synthetic order line
O0000676,M000277,2025-01-24,C011,P06,spin,13.0,kg,13.0,B,2025-01-24,False,synthetic order line
O0000677,M000269,2025-01-24,C003,P06,spin,5.0,box,15.0,B,2025-01-24,True,synthetic order line
O0000678,M000276,2025-01-24,C010,P06,spin,10.0,kg,10.0,A,2025-01-24,False,synthetic order line
O0000679,M000269,2025-01-24,C003,P07,car,39.0,kg,39.0,B,2025-01-24,True,synthetic order line
O0000680,M000268,2025-01-24,C002,P07,carrots,27.0,kg,27.0,A,2025-01-24,False,synthetic order line
O0000681,M000275,2025-01-24,C009,P07,carrot,36.0,kg,36.0,A,2025-01-24,False,synthetic order line
O0000682,M000267,2025-01-24,C001,P08,broc,10.0,kg,10.0,B,2025-01-24,True,synthetic order line
O0000683,M000271,2025-01-24,C005,P08,broccoli,4.0,box,20.0,B,2025-01-24,True,synthetic order line
O0000684,M000277,2025-01-24,C011,P08,broc,4.0,kg,4.0,A,2025-01-24,False,synthetic order line
O0000685,M000278,2025-01-24,C012,P08,broccoli,15.0,kg,15.0,A,2025-01-24,True,synthetic order line
O0000686,M000273,2025-01-24,C007,P08,broccoli,3.0,kg,3.0,A,2025-01-24,False,synthetic order line
O0000687,M000282,2025-01-25,C004,P01,tomatoes,58.0,kg,58.0,A,2025-01-25,True,synthetic order line
O0000688,M000283,2025-01-25,C005,P01,toms,5.0,box,25.0,A,2025-01-25,False,synthetic order line
O0000689,M000287,2025-01-25,C009,P01,tomatoes,3.0,box,15.0,B,2025-01-25,True,synthetic order line
O0000690,M000290,2025-01-25,C012,P01,toms,17.0,kg,17.0,B,2025-01-25,True,synthetic order line
O0000691,M000279,2025-01-25,C001,P02,lettuce,23.0,kg,23.0,A,2025-01-25,False,synthetic order line
O0000692,M000287,2025-01-25,C009,P02,lettuces,14.0,kg,14.0,A,2025-01-25,False,synthetic order line
O0000693,M000289,2025-01-25,C011,P02,lettuces,76.0,kg,76.0,B,2025-01-25,False,synthetic order line
O0000694,M000280,2025-01-25,C002,P02,lett,8.0,kg,8.0,A,2025-01-25,False,synthetic order line
O0000695,M000288,2025-01-25,C010,P02,lett,3.0,kg,3.0,A,2025-01-25,False,synthetic order line
O0000696,M000281,2025-01-25,C003,P03,cuke,11.0,kg,11.0,A,2025-01-25,False,synthetic order line
O0000697,M000285,2025-01-25,C007,P03,cuke,29.0,kg,29.0,B,2025-01-25,False,synthetic order line
O0000698,M000279,2025-01-25,C001,P03,cuke,14.0,kg,14.0,A,2025-01-25,False,synthetic order line
O0000699,M000286,2025-01-25,C008,P03,cucumber,3.0,kg,3.0,B,2025-01-25,True,synthetic order line
O0000700,M000282,2025-01-25,C004,P04,strawberries,1.0,box,3.0,B,2025-01-25,False,synthetic order line
O0000701,M000279,2025-01-25,C001,P04,strawberry,3.0,box,9.0,B,2025-01-25,False,synthetic order line
O0000702,M000287,2025-01-25,C009,P04,berries,3.0,crate,18.0,B,2025-01-25,True,synthetic order line
O0000703,M000283,2025-01-25,C005,P04,berries,1.0,box,3.0,B,2025-01-25,False,synthetic order line
O0000704,M000282,2025-01-25,C004,P05,capsicum,1.0,crate,10.0,B,2025-01-25,True,synthetic order line
O0000705,M000286,2025-01-25,C008,P05,capsicum,49.0,kg,49.0,A,2025-01-25,False,synthetic order line
O0000706,M000289,2025-01-25,C011,P05,peppers,24.0,kg,24.0,B,2025-01-25,False,synthetic order line
O0000707,M000286,2025-01-25,C008,P06,spin,10.0,kg,10.0,B,2025-01-25,True,synthetic order line
O0000708,M000289,2025-01-25,C011,P06,spinach,18.0,kg,18.0,A,2025-01-25,True,synthetic order line
O0000709,M000279,2025-01-25,C001,P06,spin,15.0,kg,15.0,A,2025-01-25,False,synthetic order line
O0000710,M000284,2025-01-25,C006,P06,spin,5.0,kg,5.0,B,2025-01-25,True,synthetic order line
O0000711,M000288,2025-01-25,C010,P07,carrot,3.0,box,24.0,B,2025-01-25,True,synthetic order line
O0000712,M000279,2025-01-25,C001,P07,car,20.0,kg,20.0,B,2025-01-25,True,synthetic order line
O0000713,M000280,2025-01-25,C002,P07,car,18.0,kg,18.0,B,2025-01-25,True,synthetic order line
O0000714,M000289,2025-01-25,C011,P07,carrot,35.0,kg,35.0,A,2025-01-25,False,synthetic order line
O0000715,M000286,2025-01-25,C008,P08,brocc,12.0,kg,12.0,A,2025-01-25,False,synthetic order line
O0000716,M000289,2025-01-25,C011,P08,broc,9.0,kg,9.0,B,2025-01-25,False,synthetic order line
O0000717,M000285,2025-01-25,C007,P08,broc,4.0,crate,40.0,B,2025-01-25,False,synthetic order line
O0000718,M000292,2025-01-26,C002,P01,tomato,1.0,box,5.0,B,2025-01-26,True,synthetic order line
O0000719,M000299,2025-01-26,C010,P01,tomatoes,76.0,kg,76.0,B,2025-01-26,False,synthetic order line
O0000720,M000300,2025-01-26,C011,P01,tomato,91.0,kg,91.0,A,2025-01-26,False,synthetic order line
O0000721,M000300,2025-01-26,C011,P02,lettuces,44.0,kg,44.0,A,2025-01-26,True,synthetic order line
O0000722,M000299,2025-01-26,C010,P02,lettuces,8.0,box,32.0,B,2025-01-26,True,synthetic order line
O0000723,M000301,2025-01-26,C012,P03,cuke,5.0,kg,5.0,B,2025-01-26,True,synthetic order line
O0000724,M000292,2025-01-26,C002,P03,cuke,5.0,kg,5.0,A,2025-01-26,False,synthetic order line
O0000725,M000299,2025-01-26,C010,P03,cucumbers,34.0,kg,34.0,A,2025-01-26,False,synthetic order line
O0000726,M000296,2025-01-26,C007,P04,strawberry,11.0,kg,11.0,B,2025-01-26,True,synthetic order line
O0000727,M000300,2025-01-26,C011,P04,strawberry,35.0,kg,35.0,A,2025-01-26,True,synthetic order line
O0000728,M000299,2025-01-26,C010,P05,bell pepper,25.0,kg,25.0,A,2025-01-26,False,synthetic order line
O0000729,M000298,2025-01-26,C009,P05,capsicum,8.0,kg,8.0,B,2025-01-26,True,synthetic order line
O0000730,M000301,2025-01-26,C012,P05,peppers,17.0,kg,17.0,A,2025-01-26,False,synthetic order line
O0000731,M000292,2025-01-26,C002,P05,capsicum,31.0,kg,31.0,B,2025-01-26,True,synthetic order line
O0000732,M000294,2025-01-26,C004,P06,spin,8.0,kg,8.0,A,2025-01-26,False,synthetic order line
O0000733,M000293,2025-01-26,C003,P06,leaf spinach,11.0,kg,11.0,A,2025-01-26,True,synthetic order line
O0000734,M000301,2025-01-26,C012,P06,spinach,3.0,crate,18.0,B,2025-01-26,True,synthetic order line
O0000735,M000300,2025-01-26,C011,P06,leaf spinach,5.0,kg,5.0,B,2025-01-26,True,synthetic order line
O0000736,M000299,2025-01-26,C010,P06,spin,3.0,kg,3.0,A,2025-01-26,False,synthetic order line
O0000737,M000294,2025-01-26,C004,P07,car,38.0,kg,38.0,A,2025-01-26,False,synthetic order line
O0000738,M000297,2025-01-26,C008,P07,carrots,2.0,box,16.0,A,2025-01-26,True,synthetic order line
O0000739,M000301,2025-01-26,C012,P08,broc,10.0,kg,10.0,A,2025-01-26,False,synthetic order line
O0000740,M000295,2025-01-26,C006,P08,broccoli,26.0,kg,26.0,A,2025-01-26,False,synthetic order line
O0000741,M000291,2025-01-26,C001,P08,broccoli,3.0,kg,3.0,B,2025-01-26,True,synthetic order line
O0000742,M000297,2025-01-26,C008,P08,brocc,7.0,kg,7.0,A,2025-01-26,False,synthetic order line
O0000743,M000310,2025-01-27,C010,P01,toms,6.0,box,30.0,B,2025-01-27,True,synthetic order line
O0000744,M000304,2025-01-27,C004,P01,toms,20.0,kg,20.0,B,2025-01-27,True,synthetic order line
O0000745,M000306,2025-01-27,C006,P01,tomatoes,24.0,kg,24.0,B,2025-01-27,True,synthetic order line
O0000746,M000311,2025-01-27,C011,P02,lettuce,23.0,kg,23.0,A,2025-01-27,False,synthetic order line
O0000747,M000305,2025-01-27,C005,P02,lettuce,49.0,kg,49.0,A,2025-01-27,False,synthetic order line
O0000748,M000303,2025-01-27,C003,P02,lettuce,7.0,kg,7.0,A,2025-01-27,False,synthetic order line
O0000749,M000305,2025-01-27,C005,P03,cucumbers,16.0,kg,16.0,A,2025-01-27,False,synthetic order line
O0000750,M000303,2025-01-27,C003,P03,cucumbers,13.0,kg,13.0,A,2025-01-27,False,synthetic order line
O0000751,M000309,2025-01-27,C009,P03,cucumber,9.0,kg,9.0,B,2025-01-27,True,synthetic order line
O0000752,M000308,2025-01-27,C008,P03,cucumbers,12.0,kg,12.0,B,2025-01-27,False,synthetic order line
O0000753,M000307,2025-01-27,C007,P03,cucumber,6.0,box,36.0,B,2025-01-27,True,synthetic order line
O0000754,M000303,2025-01-27,C003,P04,berries,7.0,kg,7.0,A,2025-01-27,False,synthetic order line
O0000755,M000311,2025-01-27,C011,P04,strawberry,6.0,kg,6.0,A,2025-01-27,False,synthetic order line
O0000756,M000306,2025-01-27,C006,P04,berries,36.0,kg,36.0,B,2025-01-27,True,synthetic order line
O0000757,M000312,2025-01-27,C012,P04,strawberry,1.0,crate,6.0,B,2025-01-27,True,synthetic order line
O0000758,M000311,2025-01-27,C011,P05,capsicum,9.0,kg,9.0,A,2025-01-27,False,synthetic order line
O0000759,M000304,2025-01-27,C004,P05,bell pepper,4.0,crate,40.0,B,2025-01-27,False,synthetic order line
O0000760,M000302,2025-01-27,C002,P06,spinach,16.0,kg,16.0,A,2025-01-27,False,synthetic order line
O0000761,M000312,2025-01-27,C012,P06,spinach,3.0,kg,3.0,B,2025-01-27,True,synthetic order line
O0000762,M000303,2025-01-27,C003,P06,spinach,13.0,kg,13.0,A,2025-01-27,False,synthetic order line
O0000763,M000311,2025-01-27,C011,P07,car,29.0,kg,29.0,A,2025-01-27,False,synthetic order line
O0000764,M000304,2025-01-27,C004,P07,carrot,3.0,box,24.0,B,2025-01-27,False,synthetic order line
O0000765,M000303,2025-01-27,C003,P07,car,21.0,kg,21.0,B,2025-01-27,True,synthetic order line
O0000766,M000306,2025-01-27,C006,P07,carrot,2.0,crate,32.0,B,2025-01-27,True,synthetic order line
O0000767,M000302,2025-01-27,C002,P08,brocc,14.0,kg,14.0,A,2025-01-27,True,synthetic order line
O0000768,M000305,2025-01-27,C005,P08,broccoli,3.0,kg,3.0,B,2025-01-27,True,synthetic order line
O0000769,M000308,2025-01-27,C008,P08,broc,4.0,kg,4.0,B,2025-01-27,True,synthetic order line
O0000770,M000303,2025-01-27,C003,P08,broc,5.0,kg,5.0,A,2025-01-27,False,synthetic order line
O0000771,M000314,2025-01-28,C003,P01,tomatoes,39.0,kg,39.0,A,2025-01-28,False,synthetic order line
