supply_id,allocation_date,product_id,supply_grade,age_days,shelf_life_days,usable_quantity_kg,expires_next_day,unit_value_per_kg
S0001327,2025-01-22,P07,B,6,7,2.0,1,1.8
S0001328,2025-01-22,P08,A,0,5,7.0,0,3.7
S0001329,2025-01-22,P08,A,1,5,16.0,0,3.7
S0001330,2025-01-22,P08,A,2,5,5.0,0,3.7
S0001331,2025-01-22,P08,A,3,5,1.0,0,3.7
S0001332,2025-01-22,P08,B,0,5,6.0,0,3.7
S0001333,2025-01-22,P08,B,1,5,4.0,0,3.7
S0001334,2025-01-22,P08,B,2,5,1.0,0,3.7
S0001335,2025-01-22,P08,B,3,5,6.0,0,3.7
S0001336,2025-01-22,P08,B,4,5,5.0,1,3.7
S0001337,2025-01-23,P01,A,0,3,54.0,0,3.2
S0001338,2025-01-23,P01,A,1,3,13.0,0,3.2
S0001339,2025-01-23,P01,A,2,3,2.0,1,3.2
S0001340,2025-01-23,P01,B,0,3,14.0,0,3.2
S0001341,2025-01-23,P01,B,1,3,39.0,0,3.2
S0001342,2025-01-23,P02,A,0,3,15.0,0,2.6
S0001343,2025-01-23,P02,A,1,3,12.0,0,2.6
S0001344,2025-01-23,P02,B,0,3,18.0,0,2.6
S0001345,2025-01-23,P02,B,1,3,15.0,0,2.6
S0001346,2025-01-23,P02,B,2,3,1.0,1,2.6
S0001347,2025-01-23,P03,A,0,4,36.0,0,2.1
S0001348,2025-01-23,P03,A,1,4,11.0,0,2.1
S0001349,2025-01-23,P03,A,2,4,2.0,0,2.1
S0001350,2025-01-23,P03,A,3,4,13.0,1,2.1
S0001351,2025-01-23,P03,B,0,4,8.0,0,2.1
S0001352,2025-01-23,P03,B,1,4,6.0,0,2.1
S0001353,2025-01-23,P03,B,2,4,1.0,0,2.1
S0001354,2025-01-23,P04,A,0,3,16.0,0,6.8
S0001355,2025-01-23,P04,A,1,3,13.0,0,6.8
S0001356,2025-01-23,P04,A,2,3,7.0,1,6.8
S0001357,2025-01-23,P04,B,0,3,11.0,0,6.8
S0001358,2025-01-23,P04,B,1,3,17.0,0,6.8
S0001359,2025-01-23,P04,B,2,3,3.0,1,6.8
S0001360,2025-01-23,P05,A,0,5,5.0,0,4.1
S0001361,2025-01-23,P05,A,1,5,2.0,0,4.1
S0001362,2025-01-23,P05,A,2,5,19.0,0,4.1
S0001363,2025-01-23,P05,A,3,5,6.0,0,4.1
S0001364,2025-01-23,P05,B,0,5,6.0,0,4.1
S0001365,2025-01-23,P05,B,1,5,6.0,0,4.1
S0001366,2025-01-23,P05,B,2,5,4.0,0,4.1
S0001367,2025-01-23,P05,B,3,5,2.0,0,4.1
S0001368,2025-01-23,P05,B,4,5,1.0,1,4.1
S0001369,2025-01-23,P06,A,0,3,20.0,0,3.0
S0001370,2025-01-23,P06,A,1,3,6.0,0,3.0
S0001371,2025-01-23,P06,A,2,3,4.0,1,3.0
S0001372,2025-01-23,P06,B,0,3,6.0,0,3.0
S0001373,2025-01-23,P06,B,1,3,8.0,0,3.0
S0001374,2025-01-23,P06,B,2,3,2.0,1,3.0
S0001375,2025-01-23,P07,A,0,7,13.0,0,1.8
S0001376,2025-01-23,P07,A,1,7,3.0,0,1.8
S0001377,2025-01-23,P07,A,2,7,2.0,0,1.8
S0001378,2025-01-23,P07,A,3,7,7.0,0,1.8
S0001379,2025-01-23,P07,A,4,7,2.0,0,1.8
S0001380,2025-01-23,P07,A,5,7,11.0,0,1.8
S0001381,2025-01-23,P07,A,6,7,2.0,1,1.8
S0001382,2025-01-23,P07,B,0,7,4.0,0,1.8
S0001383,2025-01-23,P07,B,3,7,3.0,0,1.8
S0001384,2025-01-23,P07,B,5,7,2.0,0,1.8
S0001385,2025-01-23,P08,A,0,5,5.0,0,3.7
S0001386,2025-01-23,P08,A,1,5,15.0,0,3.7
S0001387,2025-01-23,P08,A,2,5,16.0,0,3.7
S0001388,2025-01-23,P08,A,3,5,8.0,0,3.7
S0001389,2025-01-23,P08,A,4,5,6.0,1,3.7
S0001390,2025-01-23,P08,B,0,5,3.0,0,3.7
S0001391,2025-01-23,P08,B,1,5,4.0,0,3.7
S0001392,2025-01-23,P08,B,2,5,1.0,0,3.7
S0001393,2025-01-23,P08,B,3,5,1.0,0,3.7
S0001394,2025-01-24,P01,A,0,3,35.0,0,3.2
S0001395,2025-01-24,P01,A,1,3,13.0,0,3.2
S0001396,2025-01-24,P01,A,2,3,8.0,1,3.2
S0001397,2025-01-24,P01,B,0,3,12.0,0,3.2
S0001398,2025-01-24,P01,B,1,3,12.0,0,3.2
S0001399,2025-01-24,P02,A,0,3,38.0,0,2.6
S0001400,2025-01-24,P02,A,1,3,25.0,0,2.6
S0001401,2025-01-24,P02,A,2,3,3.0,1,2.6
S0001402,2025-01-24,P02,B,0,3,11.0,0,2.6
S0001403,2025-01-24,P02,B,1,3,4.0,0,2.6
S0001404,2025-01-24,P02,B,2,3,1.0,1,2.6
S0001405,2025-01-24,P03,A,0,4,14.0,0,2.1
S0001406,2025-01-24,P03,A,1,4,12.0,0,2.1
S0001407,2025-01-24,P03,A,2,4,5.0,0,2.1
S0001408,2025-01-24,P03,A,3,4,1.0,1,2.1
S0001409,2025-01-24,P03,B,0,4,13.0,0,2.1
S0001410,2025-01-24,P03,B,1,4,17.0,0,2.1
S0001411,2025-01-24,P03,B,2,4,6.0,0,2.1
S0001412,2025-01-24,P03,B,3,4,4.0,1,2.1
S0001413,2025-01-24,P04,A,0,3,20.0,0,6.8
S0001414,2025-01-24,P04,A,1,3,8.0,0,6.8
S0001415,2025-01-24,P04,B,0,3,9.0,0,6.8
S0001416,2025-01-24,P04,B,1,3,5.0,0,6.8
S0001417,2025-01-24,P05,A,0,5,11.0,0,4.1
S0001418,2025-01-24,P05,A,1,5,9.0,0,4.1
S0001419,2025-01-24,P05,A,2,5,5.0,0,4.1
S0001420,2025-01-24,P05,A,3,5,7.0,0,4.1
S0001421,2025-01-24,P05,A,4,5,1.0,1,4.1
S0001422,2025-01-24,P05,B,0,5,8.0,0,4.1
S0001423,2025-01-24,P05,B,1,5,10.0,0,4.1
S0001424,2025-01-24,P05,B,2,5,3.0,0,4.1
S0001425,2025-01-24,P06,A,0,3,27.0,0,3.0
S0001426,2025-01-24,P06,A,1,3,6.0,0,3.0
S0001427,2025-01-24,P06,B,0,3,5.0,0,3.0
S0001428,2025-01-24,P06,B,1,3,2.0,0,3.0
S0001429,2025-01-24,P07,A,0,7,22.0,0,1.8
S0001430,2025-01-24,P07,A,1,7,3.0,0,1.8
S0001431,2025-01-24,P07,A,2,7,32.0,0,1.8
S0001432,2025-01-24,P07,A,3,7,3.0,0,1.8
S0001433,2025-01-24,P07,A,4,7,1.0,0,1.8
S0001434,2025-01-24,P07,A,5,7,1.0,0,1.8
S0001435,2025-01-24,P07,B,0,7,6.0,0,1.8
S0001436,2025-01-24,P07,B,1,7,5.0,0,1.8
S0001437,2025-01-24,P07,B,2,7,4.0,0,1.8
S0001438,2025-01-24,P07,B,3,7,7.0,0,1.8
S0001439,2025-01-24,P07,B,4,7,2.0,0,1.8
S0001440,2025-01-24,P07,B,5,7,2.0,0,1.8
S0001441,2025-01-24,P07,B,6,7,2.0,1,1.8
S0001442,2025-01-24,P08,A,0,5,10.0,0,3.7
S0001443,2025-01-24,P08,A,1,5,12.0,0,3.7
S0001444,2025-01-24,P08,A,2,5,7.0,0,3.7
S0001445,2025-01-24,P08,A,3,5,4.0,0,3.7
S0001446,2025-01-24,P08,A,4,5,4.0,1,3.7
S0001447,2025-01-24,P08,B,0,5,9.0,0,3.7
S0001448,2025-01-24,P08,B,1,5,3.0,0,3.7
S0001449,2025-01-24,P08,B,2,5,3.0,0,3.7
S0001450,2025-01-24,P08,B,3,5,1.0,0,3.7
S0001451,2025-01-25,P01,A,0,3,41.0,0,3.2
S0001452,2025-01-25,P01,A,1,3,21.0,0,3.2
S0001453,2025-01-25,P01,A,2,3,10.0,1,3.2
S0001454,2025-01-25,P01,B,0,3,17.0,0,3.2
S0001455,2025-01-25,P01,B,1,3,19.0,0,3.2
S0001456,2025-01-25,P01,B,2,3,3.0,1,3.2
S0001457,2025-01-25,P02,A,0,3,45.0,0,2.6
S0001458,2025-01-25,P02,A,1,3,15.0,0,2.6
S0001459,2025-01-25,P02,A,2,3,3.0,1,2.6
S0001460,2025-01-25,P02,B,0,3,9.0,0,2.6
S0001461,2025-01-25,P02,B,1,3,6.0,0,2.6
S0001462,2025-01-25,P02,B,2,3,2.0,1,2.6
S0001463,2025-01-25,P03,A,0,4,10.0,0,2.1
S0001464,2025-01-25,P03,A,1,4,17.0,0,2.1
S0001465,2025-01-25,P03,A,2,4,14.0,0,2.1
S0001466,2025-01-25,P03,A,3,4,9.0,1,2.1
S0001467,2025-01-25,P03,B,0,4,5.0,0,2.1
S0001468,2025-01-25,P03,B,1,4,12.0,0,2.1
S0001469,2025-01-25,P03,B,2,4,9.0,0,2.1
S0001470,2025-01-25,P03,B,3,4,1.0,1,2.1
S0001471,2025-01-25,P04,A,0,3,18.0,0,6.8
S0001472,2025-01-25,P04,A,1,3,8.0,0,6.8
S0001473,2025-01-25,P04,A,2,3,3.0,1,6.8
S0001474,2025-01-25,P04,B,0,3,9.0,0,6.8
S0001475,2025-01-25,P04,B,1,3,6.0,0,6.8
S0001476,2025-01-25,P04,B,2,3,1.0,1,6.8
S0001477,2025-01-25,P05,A,0,5,12.0,0,4.1
S0001478,2025-01-25,P05,A,1,5,22.0,0,4.1
S0001479,2025-01-25,P05,A,2,5,12.0,0,4.1
S0001480,2025-01-25,P05,A,3,5,2.0,0,4.1
S0001481,2025-01-25,P05,A,4,5,1.0,1,4.1
S0001482,2025-01-25,P05,B,0,5,8.0,0,4.1
S0001483,2025-01-25,P05,B,1,5,9.0,0,4.1
S0001484,2025-01-25,P05,B,2,5,6.0,0,4.1
S0001485,2025-01-25,P05,B,3,5,1.0,0,4.1
S0001486,2025-01-25,P06,A,0,3,13.0,0,3.0
S0001487,2025-01-25,P06,A,1,3,11.0,0,3.0
S0001488,2025-01-25,P06,A,2,3,1.0,1,3.0
S0001489,2025-01-25,P06,B,0,3,14.0,0,3.0
S0001490,2025-01-25,P06,B,1,3,8.0,0,3.0
S0001491,2025-01-25,P06,B,2,3,4.0,1,3.0
S0001492,2025-01-25,P07,A,0,7,21.0,0,1.8
S0001493,2025-01-25,P07,A,1,7,13.0,0,1.8
S0001494,2025-01-25,P07,A,2,7,21.0,0,1.8
S0001495,2025-01-25,P07,A,3,7,12.0,0,1.8
S0001496,2025-01-25,P07,A,4,7,6.0,0,1.8
S0001497,2025-01-25,P07,A,5,7,1.0,0,1.8
S0001498,2025-01-25,P07,A,6,7,2.0,1,1.8
S0001499,2025-01-25,P07,B,0,7,6.0,0,1.8
S0001500,2025-01-25,P07,B,1,7,8.0,0,1.8
S0001501,2025-01-25,P07,B,2,7,1.0,0,1.8
S0001502,2025-01-25,P07,B,3,7,4.0,0,1.8
S0001503,2025-01-25,P07,B,4,7,4.0,0,1.8
S0001504,2025-01-25,P07,B,5,7,2.0,0,1.8
S0001505,2025-01-25,P08,A,0,5,12.0,0,3.7
S0001506,2025-01-25,P08,A,1,5,6.0,0,3.7
S0001507,2025-01-25,P08,A,2,5,5.0,0,3.7
S0001508,2025-01-25,P08,A,3,5,5.0,0,3.7
S0001509,2025-01-25,P08,B,0,5,7.0,0,3.7
S0001510,2025-01-25,P08,B,1,5,12.0,0,3.7
S0001511,2025-01-25,P08,B,2,5,1.0,0,3.7
S0001512,2025-01-25,P08,B,3,5,3.0,0,3.7
S0001513,2025-01-25,P08,B,4,5,2.0,1,3.7
S0001514,2025-01-26,P01,A,0,3,17.0,0,3.2
S0001515,2025-01-26,P01,A,1,3,29.0,0,3.2
S0001516,2025-01-26,P01,A,2,3,10.0,1,3.2
S0001517,2025-01-26,P01,B,0,3,52.0,0,3.2
S0001518,2025-01-26,P01,B,1,3,15.0,0,3.2
S0001519,2025-01-26,P01,B,2,3,1.0,1,3.2
S0001520,2025-01-26,P02,A,0,3,15.0,0,2.6
S0001521,2025-01-26,P02,A,1,3,20.0,0,2.6
S0001522,2025-01-26,P02,A,2,3,1.0,1,2.6
S0001523,2025-01-26,P02,B,0,3,8.0,0,2.6
S0001524,2025-01-26,P02,B,1,3,8.0,0,2.6
S0001525,2025-01-26,P02,B,2,3,5.0,1,2.6
S0001526,2025-01-26,P03,A,0,4,15.0,0,2.1
S0001527,2025-01-26,P03,A,1,4,19.0,0,2.1
S0001528,2025-01-26,P03,A,2,4,6.0,0,2.1
S0001529,2025-01-26,P03,B,0,4,6.0,0,2.1
S0001530,2025-01-26,P03,B,1,4,3.0,0,2.1
S0001531,2025-01-26,P03,B,2,4,1.0,0,2.1
S0001532,2025-01-26,P03,B,3,4,2.0,1,2.1
S0001533,2025-01-26,P04,A,0,3,16.0,0,6.8
S0001534,2025-01-26,P04,A,1,3,10.0,0,6.8
S0001535,2025-01-26,P04,A,2,3,3.0,1,6.8
S0001536,2025-01-26,P04,B,0,3,4.0,0,6.8
S0001537,2025-01-26,P04,B,1,3,6.0,0,6.8
S0001538,2025-01-26,P05,A,0,5,9.0,0,4.1
S0001539,2025-01-26,P05,A,1,5,7.0,0,4.1
S0001540,2025-01-26,P05,A,2,5,33.0,0,4.1
S0001541,2025-01-26,P05,A,3,5,1.0,0,4.1
S0001542,2025-01-26,P05,A,4,5,11.0,1,4.1
S0001543,2025-01-26,P05,B,0,5,3.0,0,4.1
S0001544,2025-01-26,P05,B,1,5,5.0,0,4.1
S0001545,2025-01-26,P05,B,2,5,1.0,0,4.1
S0001546,2025-01-26,P05,B,3,5,6.0,0,4.1
S0001547,2025-01-26,P06,A,0,3,20.0,0,3.0
S0001548,2025-01-26,P06,A,1,3,9.0,0,3.0
S0001549,2025-01-26,P06,A,2,3,1.0,1,3.0
S0001550,2025-01-26,P06,B,0,3,11.0,0,3.0
S0001551,2025-01-26,P06,B,1,3,8.0,0,3.0
S0001552,2025-01-26,P06,B,2,3,4.0,1,3.0
S0001553,2025-01-26,P07,A,0,7,14.0,0,1.8
S0001554,2025-01-26,P07,A,1,7,5.0,0,1.8
S0001555,2025-01-26,P07,A,2,7,4.0,0,1.8
S0001556,2025-01-26,P07,A,3,7,6.0,0,1.8
S0001557,2025-01-26,P07,A,4,7,10.0,0,1.8
S0001558,2025-01-26,P07,A,5,7,2.0,0,1.8
S0001559,2025-01-26,P07,A,6,7,2.0,1,1.8
S0001560,2025-01-26,P07,B,0,7,3.0,0,1.8
S0001561,2025-01-26,P07,B,1,7,3.0,0,1.8
S0001562,2025-01-26,P07,B,2,7,3.0,0,1.8
S0001563,2025-01-26,P07,B,3,7,4.0,0,1.8
S0001564,2025-01-26,P07,B,4,7,1.0,0,1.8
S0001565,2025-01-26,P07,B,5,7,6.0,0,1.8
S0001566,2025-01-26,P08,A,0,5,17.0,0,3.7
S0001567,2025-01-26,P08,A,1,5,10.0,0,3.7
S0001568,2025-01-26,P08,A,2,5,9.0,0,3.7
S0001569,2025-01-26,P08,A,3,5,4.0,0,3.7
S0001570,2025-01-26,P08,A,4,5,8.0,1,3.7
S0001571,2025-01-26,P08,B,0,5,3.0,0,3.7
S0001572,2025-01-26,P08,B,1,5,3.0,0,3.7
S0001573,2025-01-26,P08,B,3,5,1.0,0,3.7
S0001574,2025-01-26,P08,B,4,5,2.0,1,3.7
S0001575,2025-01-27,P01,A,0,3,32.0,0,3.2
S0001576,2025-01-27,P01,A,1,3,12.0,0,3.2
S0001577,2025-01-27,P01,A,2,3,9.0,1,3.2
S0001578,2025-01-27,P01,B,0,3,16.0,0,3.2
S0001579,2025-01-27,P01,B,1,3,8.0,0,3.2
S0001580,2025-01-27,P01,B,2,3,9.0,1,3.2
S0001581,2025-01-27,P02,A,0,3,23.0,0,2.6
S0001582,2025-01-27,P02,A,1,3,11.0,0,2.6
S0001583,2025-01-27,P02,A,2,3,12.0,1,2.6
S0001584,2025-01-27,P02,B,0,3,9.0,0,2.6
S0001585,2025-01-27,P02,B,1,3,4.0,0,2.6
S0001586,2025-01-27,P02,B,2,3,1.0,1,2.6
S0001587,2025-01-27,P03,A,0,4,18.0,0,2.1
S0001588,2025-01-27,P03,A,1,4,13.0,0,2.1
S0001589,2025-01-27,P03,A,2,4,3.0,0,2.1
S0001590,2025-01-27,P03,A,3,4,6.0,1,2.1
S0001591,2025-01-27,P03,B,0,4,15.0,0,2.1
S0001592,2025-01-27,P03,B,1,4,11.0,0,2.1
S0001593,2025-01-27,P03,B,2,4,20.0,0,2.1
S0001594,2025-01-27,P03,B,3,4,4.0,1,2.1
S0001595,2025-01-27,P04,A,0,3,22.0,0,6.8
S0001596,2025-01-27,P04,A,1,3,6.0,0,6.8
S0001597,2025-01-27,P04,A,2,3,8.0,1,6.8
S0001598,2025-01-27,P04,B,0,3,16.0,0,6.8
S0001599,2025-01-27,P04,B,1,3,6.0,0,6.8
S0001600,2025-01-27,P04,B,2,3,2.0,1,6.8
S0001601,2025-01-27,P05,A,0,5,5.0,0,4.1
S0001602,2025-01-27,P05,A,1,5,8.0,0,4.1
S0001603,2025-01-27,P05,A,2,5,17.0,0,4.1
S0001604,2025-01-27,P05,A,4,5,1.0,1,4.1
S0001605,2025-01-27,P05,B,0,5,5.0,0,4.1
S0001606,2025-01-27,P05,B,1,5,4.0,0,4.1
S0001607,2025-01-27,P05,B,2,5,7.0,0,4.1
S0001608,2025-01-27,P05,B,3,5,3.0,0,4.1
S0001609,2025-01-27,P05,B,4,5,3.0,1,4.1
S0001610,2025-01-27,P06,A,0,3,16.0,0,3.0
S0001611,2025-01-27,P06,A,1,3,8.0,0,3.0
S0001612,2025-01-27,P06,A,2,3,1.0,1,3.0
S0001613,2025-01-27,P06,B,0,3,8.0,0,3.0
S0001614,2025-01-27,P06,B,1,3,3.0,0,3.0
S0001615,2025-01-27,P06,B,2,3,1.0,1,3.0
S0001616,2025-01-27,P07,A,0,7,11.0,0,1.8
S0001617,2025-01-27,P07,A,1,7,22.0,0,1.8
S0001618,2025-01-27,P07,A,2,7,7.0,0,1.8
S0001619,2025-01-27,P07,A,3,7,11.0,0,1.8
S0001620,2025-01-27,P07,A,4,7,12.0,0,1.8
S0001621,2025-01-27,P07,A,5,7,1.0,0,1.8
S0001622,2025-01-27,P07,B,0,7,3.0,0,1.8
S0001623,2025-01-27,P07,B,1,7,2.0,0,1.8
S0001624,2025-01-27,P07,B,2,7,3.0,0,1.8
S0001625,2025-01-27,P07,B,3,7,3.0,0,1.8
S0001626,2025-01-27,P07,B,5,7,3.0,0,1.8
S0001627,2025-01-27,P08,A,0,5,3.0,0,3.7
S0001628,2025-01-27,P08,A,1,5,8.0,0,3.7
S0001629,2025-01-27,P08,A,2,5,4.0,0,3.7
S0001630,2025-01-27,P08,A,3,5,1.0,0,3.7
S0001631,2025-01-27,P08,B,0,5,7.0,0,3.7
S0001632,2025-01-27,P08,B,1,5,5.0,0,3.7
S0001633,2025-01-27,P08,B,2,5,7.0,0,3.7
S0001634,2025-01-28,P01,A,0,3,33.0,0,3.2
S0001635,2025-01-28,P01,A,1,3,18.0,0,3.2
S0001636,2025-01-28,P01,A,2,3,3.0,1,3.2
S0001637,2025-01-28,P01,B,0,3,10.0,0,3.2
S0001638,2025-01-28,P01,B,1,3,9.0,0,3.2
S0001639,2025-01-28,P01,B,2,3,4.0,1,3.2
S0001640,2025-01-28,P02,A,0,3,13.0,0,2.6
S0001641,2025-01-28,P02,A,1,3,5.0,0,2.6
S0001642,2025-01-28,P02,A,2,3,14.0,1,2.6
S0001643,2025-01-28,P02,B,0,3,25.0,0,2.6
S0001644,2025-01-28,P02,B,1,3,14.0,0,2.6
S0001645,2025-01-28,P02,B,2,3,1.0,1,2.6
S0001646,2025-01-28,P03,A,0,4,22.0,0,2.1
S0001647,2025-01-28,P03,A,1,4,17.0,0,2.1
S0001648,2025-01-28,P03,A,2,4,7.0,0,2.1
S0001649,2025-01-28,P03,A,3,4,16.0,1,2.1
S0001650,2025-01-28,P03,B,0,4,15.0,0,2.1
S0001651,2025-01-28,P03,B,1,4,12.0,0,2.1
S0001652,2025-01-28,P03,B,2,4,3.0,0,2.1
S0001653,2025-01-28,P04,A,0,3,14.0,0,6.8
S0001654,2025-01-28,P04,A,1,3,3.0,0,6.8
S0001655,2025-01-28,P04,A,2,3,3.0,1,6.8
S0001656,2025-01-28,P04,B,0,3,15.0,0,6.8
S0001657,2025-01-28,P04,B,1,3,2.0,0,6.8
S0001658,2025-01-28,P04,B,2,3,2.0,1,6.8
S0001659,2025-01-28,P05,A,0,5,13.0,0,4.1
S0001660,2025-01-28,P05,A,1,5,10.0,0,4.1
S0001661,2025-01-28,P05,A,2,5,8.0,0,4.1
S0001662,2025-01-28,P05,A,3,5,4.0,0,4.1
S0001663,2025-01-28,P05,B,0,5,13.0,0,4.1
S0001664,2025-01-28,P05,B,1,5,4.0,0,4.1
S0001665,2025-01-28,P05,B,2,5,6.0,0,4.1
S0001666,2025-01-28,P05,B,3,5,2.0,0,4.1
S0001667,2025-01-28,P06,A,0,3,17.0,0,3.0
S0001668,2025-01-28,P06,A,1,3,14.0,0,3.0
S0001669,2025-01-28,P06,B,0,3,5.0,0,3.0
S0001670,2025-01-28,P06,B,1,3,7.0,0,3.0
S0001671,2025-01-28,P07,A,0,7,17.0,0,1.8
S0001672,2025-01-28,P07,A,1,7,14.0,0,1.8
S0001673,2025-01-28,P07,A,2,7,3.0,0,1.8
S0001674,2025-01-28,P07,A,3,7,4.0,0,1.8
S0001675,2025-01-28,P07,A,4,7,6.0,0,1.8
S0001676,2025-01-28,P07,A,5,7,15.0,0,1.8
S0001677,2025-01-28,P07,A,6,7,1.0,1,1.8
S0001678,2025-01-28,P07,B,0,7,7.0,0,1.8
S0001679,2025-01-28,P07,B,1,7,4.0,0,1.8
S0001680,2025-01-28,P07,B,2,7,4.0,0,1.8
S0001681,2025-01-28,P07,B,3,7,4.0,0,1.8
S0001682,2025-01-28,P07,B,4,7,1.0,0,1.8
S0001683,2025-01-28,P07,B,5,7,1.0,0,1.8
S0001684,2025-01-28,P07,B,6,7,2.0,1,1.8
S0001685,2025-01-28,P08,A,0,5,7.0,0,3.7
S0001686,2025-01-28,P08,A,1,5,7.0,0,3.7
S0001687,2025-01-28,P08,A,2,5,2.0,0,3.7
S0001688,2025-01-28,P08,A,3,5,4.0,0,3.7
S0001689,2025-01-28,P08,A,4,5,1.0,1,3.7
S0001690,2025-01-28,P08,B,0,5,7.0,0,3.7
S0001691,2025-01-28,P08,B,1,5,1.0,0,3.7
S0001692,2025-01-28,P08,B,2,5,1.0,0,3.7
S0001693,2025-01-28,P08,B,3,5,5.0,0,3.7
S0001694,2025-01-29,P01,A,0,3,44.0,0,3.2
S0001695,2025-01-29,P01,A,1,3,38.0,0,3.2
S0001696,2025-01-29,P01,A,2,3,3.0,1,3.2
S0001697,2025-01-29,P01,B,0,3,12.0,0,3.2
S0001698,2025-01-29,P01,B,1,3,10.0,0,3.2
S0001699,2025-01-29,P02,A,0,3,28.0,0,2.6
S0001700,2025-01-29,P02,A,1,3,13.0,0,2.6
S0001701,2025-01-29,P02,A,2,3,4.0,1,2.6
S0001702,2025-01-29,P02,B,0,3,9.0,0,2.6
S0001703,2025-01-29,P02,B,1,3,5.0,0,2.6
S0001704,2025-01-29,P02,B,2,3,8.0,1,2.6
S0001705,2025-01-29,P03,A,0,4,46.0,0,2.1
S0001706,2025-01-29,P03,A,1,4,17.0,0,2.1
S0001707,2025-01-29,P03,A,2,4,9.0,0,2.1
S0001708,2025-01-29,P03,B,0,4,7.0,0,2.1
S0001709,2025-01-29,P03,B,1,4,7.0,0,2.1
S0001710,2025-01-29,P03,B,2,4,2.0,0,2.1
S0001711,2025-01-29,P04,A,0,3,14.0,0,6.8
S0001712,2025-01-29,P04,A,1,3,12.0,0,6.8
S0001713,2025-01-29,P04,B,0,3,14.0,0,6.8
S0001714,2025-01-29,P04,B,1,3,7.0,0,6.8
S0001715,2025-01-29,P05,A,0,5,9.0,0,4.1
S0001716,2025-01-29,P05,A,1,5,13.0,0,4.1
S0001717,2025-01-29,P05,A,2,5,4.0,0,4.1
S0001718,2025-01-29,P05,A,3,5,18.0,0,4.1
S0001719,2025-01-29,P05,A,4,5,4.0,1,4.1
S0001720,2025-01-29,P05,B,0,5,3.0,0,4.1
S0001721,2025-01-29,P05,B,1,5,4.0,0,4.1
S0001722,2025-01-29,P05,B,3,5,1.0,0,4.1
S0001723,2025-01-29,P06,A,0,3,28.0,0,3.0
S0001724,2025-01-29,P06,A,1,3,21.0,0,3.0
S0001725,2025-01-29,P06,A,2,3,11.0,1,3.0
S0001726,2025-01-29,P06,B,0,3,8.0,0,3.0
S0001727,2025-01-29,P06,B,1,3,2.0,0,3.0
S0001728,2025-01-29,P06,B,2,3,1.0,1,3.0
S0001729,2025-01-29,P07,A,0,7,17.0,0,1.8
S0001730,2025-01-29,P07,A,1,7,7.0,0,1.8
S0001731,2025-01-29,P07,A,2,7,10.0,0,1.8
S0001732,2025-01-29,P07,A,3,7,3.0,0,1.8
S0001733,2025-01-29,P07,A,4,7,6.0,0,1.8
S0001734,2025-01-29,P07,A,5,7,2.0,0,1.8
S0001735,2025-01-29,P07,A,6,7,1.0,1,1.8
S0001736,2025-01-29,P07,B,0,7,12.0,0,1.8
S0001737,2025-01-29,P07,B,1,7,10.0,0,1.8
S0001738,2025-01-29,P07,B,2,7,6.0,0,1.8
S0001739,2025-01-29,P07,B,3,7,8.0,0,1.8
S0001740,2025-01-29,P07,B,5,7,7.0,0,1.8
S0001741,2025-01-29,P08,A,0,5,12.0,0,3.7
S0001742,2025-01-29,P08,A,1,5,7.0,0,3.7
S0001743,2025-01-29,P08,A,2,5,1.0,0,3.7
S0001744,2025-01-29,P08,A,3,5,3.0,0,3.7
S0001745,2025-01-29,P08,A,4,5,3.0,1,3.7
S0001746,2025-01-29,P08,B,0,5,6.0,0,3.7
S0001747,2025-01-29,P08,B,1,5,7.0,0,3.7
S0001748,2025-01-29,P08,B,2,5,1.0,0,3.7
S0001749,2025-01-29,P08,B,3,5,2.0,0,3.7
S0001750,2025-01-29,P08,B,4,5,1.0,1,3.7
S0001751,2025-01-30,P01,A,0,3,37.0,0,3.2
S0001752,2025-01-30,P01,A,1,3,17.0,0,3.2
S0001753,2025-01-30,P01,A,2,3,3.0,1,3.2
S0001754,2025-01-30,P01,B,0,3,20.0,0,3.2
S0001755,2025-01-30,P01,B,1,3,17.0,0,3.2
S0001756,2025-01-30,P01,B,2,3,5.0,1,3.2
S0001757,2025-01-30,P02,A,0,3,28.0,0,2.6
S0001758,2025-01-30,P02,A,1,3,15.0,0,2.6
S0001759,2025-01-30,P02,A,2,3,3.0,1,2.6
S0001760,2025-01-30,P02,B,0,3,14.0,0,2.6
S0001761,2025-01-30,P02,B,1,3,11.0,0,2.6
S0001762,2025-01-30,P03,A,0,4,17.0,0,2.1
S0001763,2025-01-30,P03,A,1,4,2.0,0,2.1
S0001764,2025-01-30,P03,A,2,4,6.0,0,2.1
S0001765,2025-01-30,P03,A,3,4,8.0,1,2.1
S0001766,2025-01-30,P03,B,0,4,16.0,0,2.1
S0001767,2025-01-30,P03,B,1,4,8.0,0,2.1
S0001768,2025-01-30,P03,B,2,4,16.0,0,2.1
S0001769,2025-01-30,P03,B,3,4,1.0,1,2.1
S0001770,2025-01-30,P04,A,0,3,17.0,0,6.8
S0001771,2025-01-30,P04,A,1,3,9.0,0,6.8
S0001772,2025-01-30,P04,B,0,3,19.0,0,6.8
S0001773,2025-01-30,P04,B,1,3,12.0,0,6.8
S0001774,2025-01-30,P05,A,0,5,18.0,0,4.1
S0001775,2025-01-30,P05,A,1,5,8.0,0,4.1
