allocation_date,condition,order_line_id,message_id,supply_id,customer_id,product_id,supply_grade,requested_grade,delivery_date,objective_unit_score,allocated_quantity_kg,exact_grade
2025-03-08,P1_proposed_dss,O0001843,M000748,S0003984,C002,P02,A,B,2025-03-08,9.766666666666666,4.0,0
2025-03-08,P1_proposed_dss,O0001844,M000750,S0003984,C004,P02,A,A,2025-03-08,9.466666666666667,9.0,1
2025-03-08,P1_proposed_dss,O0001845,M000756,S0003984,C010,P02,A,A,2025-03-08,8.866666666666665,11.0,1
2025-03-08,P1_proposed_dss,O0001842,M000747,S0003985,C001,P02,A,A,2025-03-08,13.266676666666665,11.0,1
2025-03-08,P1_proposed_dss,O0001843,M000748,S0003985,C002,P02,A,B,2025-03-08,11.766676666666665,6.0,0
2025-03-08,P1_proposed_dss,O0001842,M000747,S0003986,C001,P02,A,A,2025-03-08,28.60002,4.0,1
2025-03-08,P1_proposed_dss,O0001843,M000748,S0003987,C002,P02,B,B,2025-03-08,10.866666666666665,12.0,1
2025-03-08,P1_proposed_dss,O0001843,M000748,S0003988,C002,P02,B,B,2025-03-08,12.866676666666665,3.0,1
2025-03-08,P1_proposed_dss,O0001847,M000750,S0003989,C004,P03,A,A,2025-03-08,8.675,3.0,1
2025-03-08,P1_proposed_dss,O0001848,M000751,S0003989,C005,P03,A,A,2025-03-08,7.875,22.0,1
2025-03-08,P1_proposed_dss,O0001847,M000750,S0003990,C004,P03,A,A,2025-03-08,9.80001,18.0,1
2025-03-08,P1_proposed_dss,O0001847,M000750,S0003991,C004,P03,A,A,2025-03-08,11.67502,11.0,1
2025-03-08,P1_proposed_dss,O0001847,M000750,S0003992,C004,P03,A,A,2025-03-08,26.30003,1.0,1
2025-03-08,P1_proposed_dss,O0001846,M000752,S0003993,C006,P03,B,B,2025-03-08,7.675000000000001,5.0,1
2025-03-08,P1_proposed_dss,O0001846,M000752,S0003994,C006,P03,B,B,2025-03-08,8.80001,2.0,1
2025-03-08,P1_proposed_dss,O0001846,M000752,S0003995,C006,P03,B,B,2025-03-08,10.67502,3.0,1
2025-03-08,P1_proposed_dss,O0001846,M000752,S0003996,C006,P03,B,B,2025-03-08,25.30003,4.0,1
2025-03-08,P1_proposed_dss,O0001849,M000755,S0003997,C009,P04,A,A,2025-03-08,13.266666666666666,8.0,1
2025-03-08,P1_proposed_dss,O0001850,M000754,S0003997,C008,P04,A,A,2025-03-08,11.866666666666665,2.0,1
2025-03-08,P1_proposed_dss,O0001849,M000755,S0003998,C009,P04,A,A,2025-03-08,15.266676666666665,9.0,1
2025-03-08,P1_proposed_dss,O0001849,M000755,S0003999,C009,P04,A,A,2025-03-08,30.60002,1.0,1
2025-03-08,P1_proposed_dss,O0001851,M000757,S0004003,C012,P05,A,A,2025-03-08,8.139999999999999,1.0,1
2025-03-08,P1_proposed_dss,O0001852,M000752,S0004003,C006,P05,A,A,2025-03-08,9.540000000000001,9.0,1
2025-03-08,P1_proposed_dss,O0001852,M000752,S0004004,C006,P05,A,A,2025-03-08,10.260010000000001,12.0,1
2025-03-08,P1_proposed_dss,O0001852,M000752,S0004005,C006,P05,A,A,2025-03-08,11.46002,8.0,1
2025-03-08,P1_proposed_dss,O0001852,M000752,S0004006,C006,P05,A,A,2025-03-08,13.140030000000001,1.0,1
2025-03-08,P1_proposed_dss,O0001853,M000755,S0004006,C009,P05,A,A,2025-03-08,13.740029999999999,4.0,1
2025-03-08,P1_proposed_dss,O0001853,M000755,S0004007,C009,P05,A,A,2025-03-08,27.900039999999997,4.0,1
2025-03-08,P1_proposed_dss,O0001854,M000752,S0004013,C006,P06,A,A,2025-03-08,8.866666666666665,3.0,1
2025-03-08,P1_proposed_dss,O0001856,M000751,S0004013,C005,P06,A,A,2025-03-08,9.066666666666666,9.0,1
2025-03-08,P1_proposed_dss,O0001857,M000750,S0004013,C004,P06,A,B,2025-03-08,8.766666666666666,17.0,0
2025-03-08,P1_proposed_dss,O0001855,M000747,S0004014,C001,P06,A,B,2025-03-08,12.566676666666666,2.0,0
2025-03-08,P1_proposed_dss,O0001856,M000751,S0004014,C005,P06,A,A,2025-03-08,11.066676666666666,8.0,1
2025-03-08,P1_proposed_dss,O0001855,M000747,S0004015,C001,P06,A,B,2025-03-08,27.900019999999998,7.0,0
2025-03-08,P1_proposed_dss,O0001855,M000747,S0004016,C001,P06,B,B,2025-03-08,11.666666666666666,6.0,1
2025-03-08,P1_proposed_dss,O0001855,M000747,S0004017,C001,P06,B,B,2025-03-08,13.666676666666666,4.0,1
2025-03-08,P1_proposed_dss,O0001855,M000747,S0004018,C001,P06,B,B,2025-03-08,29.00002,3.0,1
2025-03-08,P1_proposed_dss,O0001862,M000753,S0004019,C007,P07,A,A,2025-03-08,6.522448979591836,14.0,1
2025-03-08,P1_proposed_dss,O0001861,M000748,S0004020,C002,P07,A,A,2025-03-08,9.889805918367347,10.0,1
2025-03-08,P1_proposed_dss,O0001862,M000753,S0004020,C007,P07,A,A,2025-03-08,6.889805918367346,1.0,1
2025-03-08,P1_proposed_dss,O0001861,M000748,S0004021,C002,P07,A,A,2025-03-08,10.50206081632653,5.0,1
2025-03-08,P1_proposed_dss,O0001861,M000748,S0004022,C002,P07,A,A,2025-03-08,11.35921367346939,1.0,1
2025-03-08,P1_proposed_dss,O0001861,M000748,S0004023,C002,P07,A,A,2025-03-08,12.46126448979592,19.0,1
2025-03-08,P1_proposed_dss,O0001861,M000748,S0004024,C002,P07,A,A,2025-03-08,13.808213265306122,8.0,1
2025-03-08,P1_proposed_dss,O0001863,M000752,S0004025,C006,P07,B,B,2025-03-08,7.122448979591836,1.0,1
2025-03-08,P1_proposed_dss,O0001863,M000752,S0004026,C006,P07,B,B,2025-03-08,7.489805918367346,17.0,1
2025-03-08,P1_proposed_dss,O0001860,M000751,S0004027,C005,P07,B,B,2025-03-08,8.30206081632653,1.0,1
2025-03-08,P1_proposed_dss,O0001863,M000752,S0004027,C006,P07,B,B,2025-03-08,8.10206081632653,5.0,1
2025-03-08,P1_proposed_dss,O0001860,M000751,S0004028,C005,P07,B,B,2025-03-08,9.159213673469388,8.0,1
2025-03-08,P1_proposed_dss,O0001860,M000751,S0004029,C005,P07,B,B,2025-03-08,10.261264489795918,4.0,1
2025-03-08,P1_proposed_dss,O0001859,M000749,S0004030,C003,P07,B,B,2025-03-08,12.808213265306122,6.0,1
2025-03-08,P1_proposed_dss,O0001860,M000751,S0004030,C005,P07,B,B,2025-03-08,11.608213265306121,3.0,1
2025-03-08,P1_proposed_dss,O0001859,M000749,S0004031,C003,P07,B,B,2025-03-08,26.40006,10.0,1
2025-03-08,P1_proposed_dss,O0001864,M000750,S0004032,C004,P08,A,B,2025-03-08,9.040000000000001,1.0,0
2025-03-08,P1_proposed_dss,O0001865,M000753,S0004032,C007,P08,A,A,2025-03-08,8.540000000000001,14.0,1
2025-03-08,P1_proposed_dss,O0001864,M000750,S0004033,C004,P08,A,B,2025-03-08,9.760010000000001,14.0,0
2025-03-08,P1_proposed_dss,O0001864,M000750,S0004034,C004,P08,A,B,2025-03-08,10.96002,9.0,0
2025-03-08,P1_proposed_dss,O0001864,M000750,S0004035,C004,P08,A,B,2025-03-08,12.640030000000001,11.0,0
2025-03-08,P1_proposed_dss,O0001866,M000751,S0004035,C005,P08,A,A,2025-03-08,12.940030000000002,10.0,1
2025-03-08,P1_proposed_dss,O0001866,M000751,S0004036,C005,P08,A,A,2025-03-08,27.10004,2.0,1
2025-03-08,P1_proposed_dss,O0001867,M000755,S0004037,C009,P08,B,B,2025-03-08,9.74,5.0,1
2025-03-08,P1_proposed_dss,O0001867,M000755,S0004038,C009,P08,B,B,2025-03-08,10.46001,2.0,1
2025-03-08,P1_proposed_dss,O0001867,M000755,S0004039,C009,P08,B,B,2025-03-08,11.66002,6.0,1
2025-03-09,B0_manual,O0001879,M000758,S0004061,C001,P04,B,B,2025-03-09,,4.0,1
2025-03-09,B0_manual,O0001879,M000758,S0004062,C001,P04,B,B,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001880,M000758,S0004063,C001,P05,A,A,2025-03-09,,11.0,1
2025-03-09,B0_manual,O0001880,M000758,S0004064,C001,P05,A,A,2025-03-09,,19.0,1
2025-03-09,B0_manual,O0001880,M000758,S0004065,C001,P05,A,A,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001880,M000758,S0004066,C001,P05,A,A,2025-03-09,,8.0,1
2025-03-09,B0_manual,O0001880,M000758,S0004067,C001,P05,A,A,2025-03-09,,4.0,1
2025-03-09,B0_manual,O0001890,M000758,S0004095,C001,P08,B,B,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001884,M000759,S0004079,C002,P07,A,A,2025-03-09,,46.0,1
2025-03-09,B0_manual,O0001884,M000759,S0004080,C002,P07,A,A,2025-03-09,,39.0,1
2025-03-09,B0_manual,O0001884,M000759,S0004081,C002,P07,A,A,2025-03-09,,27.0,1
2025-03-09,B0_manual,O0001873,M000760,S0004045,C003,P02,A,A,2025-03-09,,25.0,1
2025-03-09,B0_manual,O0001873,M000760,S0004046,C003,P02,A,A,2025-03-09,,6.0,1
2025-03-09,B0_manual,O0001875,M000760,S0004050,C003,P03,A,A,2025-03-09,,11.0,1
2025-03-09,B0_manual,O0001875,M000760,S0004051,C003,P03,A,A,2025-03-09,,7.0,1
2025-03-09,B0_manual,O0001885,M000760,S0004082,C003,P07,A,A,2025-03-09,,5.0,1
2025-03-09,B0_manual,O0001885,M000760,S0004083,C003,P07,A,A,2025-03-09,,14.0,1
2025-03-09,B0_manual,O0001885,M000760,S0004084,C003,P07,A,A,2025-03-09,,12.0,1
2025-03-09,B0_manual,O0001885,M000760,S0004085,C003,P07,A,A,2025-03-09,,1.0,1
2025-03-09,B0_manual,O0001889,M000760,S0004095,C003,P08,B,B,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001889,M000760,S0004096,C003,P08,B,B,2025-03-09,,6.0,1
2025-03-09,B0_manual,O0001889,M000760,S0004097,C003,P08,B,B,2025-03-09,,2.0,1
2025-03-09,B0_manual,O0001889,M000760,S0004098,C003,P08,B,B,2025-03-09,,4.0,1
2025-03-09,B0_manual,O0001889,M000760,S0004099,C003,P08,B,B,2025-03-09,,1.0,1
2025-03-09,B0_manual,O0001881,M000761,S0004068,C004,P05,B,B,2025-03-09,,17.0,1
2025-03-09,B0_manual,O0001881,M000761,S0004069,C004,P05,B,B,2025-03-09,,17.0,1
2025-03-09,B0_manual,O0001881,M000761,S0004070,C004,P05,B,B,2025-03-09,,16.0,1
2025-03-09,B0_manual,O0001881,M000761,S0004071,C004,P05,B,B,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001881,M000761,S0004072,C004,P05,B,B,2025-03-09,,2.0,1
2025-03-09,B0_manual,O0001883,M000761,S0004076,C004,P06,B,B,2025-03-09,,24.0,1
2025-03-09,B0_manual,O0001877,M000762,S0004051,C005,P03,A,A,2025-03-09,,5.0,1
2025-03-09,B0_manual,O0001877,M000762,S0004052,C005,P03,A,A,2025-03-09,,6.0,1
2025-03-09,B0_manual,O0001888,M000762,S0004091,C005,P08,A,A,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001870,M000763,S0004040,C006,P01,A,A,2025-03-09,,30.0,1
2025-03-09,B0_manual,O0001872,M000763,S0004047,C006,P02,B,B,2025-03-09,,10.0,1
2025-03-09,B0_manual,O0001876,M000764,S0004054,C007,P03,B,B,2025-03-09,,14.0,1
2025-03-09,B0_manual,O0001876,M000764,S0004055,C007,P03,B,B,2025-03-09,,4.0,1
2025-03-09,B0_manual,O0001868,M000765,S0004040,C008,P01,A,A,2025-03-09,,15.0,1
2025-03-09,B0_manual,O0001868,M000765,S0004041,C008,P01,A,A,2025-03-09,,11.0,1
2025-03-09,B0_manual,O0001886,M000766,S0004091,C009,P08,A,A,2025-03-09,,13.0,1
2025-03-09,B0_manual,O0001886,M000766,S0004092,C009,P08,A,A,2025-03-09,,6.0,1
2025-03-09,B0_manual,O0001886,M000766,S0004093,C009,P08,A,A,2025-03-09,,9.0,1
2025-03-09,B0_manual,O0001886,M000766,S0004094,C009,P08,A,A,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001882,M000767,S0004073,C011,P06,A,A,2025-03-09,,19.0,1
2025-03-09,B0_manual,O0001882,M000767,S0004074,C011,P06,A,A,2025-03-09,,9.0,1
2025-03-09,B0_manual,O0001882,M000767,S0004075,C011,P06,A,A,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001874,M000768,S0004052,C012,P03,A,A,2025-03-09,,1.0,1
2025-03-09,B0_manual,O0001874,M000768,S0004053,C012,P03,A,A,2025-03-09,,3.0,1
2025-03-09,B0_manual,O0001887,M000768,S0004094,C012,P08,A,A,2025-03-09,,7.0,1
2025-03-09,B1_optimization_only,O0001868,M000765,S0004040,C008,P01,A,A,2025-03-09,8.266666666666667,16.0,1
2025-03-09,B1_optimization_only,O0001870,M000763,S0004040,C006,P01,A,A,2025-03-09,9.066666666666666,29.0,1
2025-03-09,B1_optimization_only,O0001869,M000766,S0004041,C009,P01,A,A,2025-03-09,11.666676666666666,10.0,1
2025-03-09,B1_optimization_only,O0001870,M000763,S0004041,C006,P01,A,A,2025-03-09,11.066676666666666,1.0,1
2025-03-09,B1_optimization_only,O0001873,M000760,S0004045,C003,P02,A,A,2025-03-09,9.866666666666665,25.0,1
2025-03-09,B1_optimization_only,O0001873,M000760,S0004046,C003,P02,A,A,2025-03-09,11.866676666666665,6.0,1
2025-03-09,B1_optimization_only,O0001872,M000763,S0004047,C006,P02,B,B,2025-03-09,8.466666666666667,2.0,1
2025-03-09,B1_optimization_only,O0001872,M000763,S0004048,C006,P02,B,B,2025-03-09,10.466676666666666,6.0,1
2025-03-09,B1_optimization_only,O0001872,M000763,S0004049,C006,P02,B,B,2025-03-09,25.80002,2.0,1
2025-03-09,B1_optimization_only,O0001874,M000768,S0004050,C012,P03,A,A,2025-03-09,6.275,4.0,1
2025-03-09,B1_optimization_only,O0001877,M000762,S0004050,C005,P03,A,A,2025-03-09,7.875,7.0,1
2025-03-09,B1_optimization_only,O0001875,M000760,S0004051,C003,P03,A,A,2025-03-09,10.200009999999999,8.0,1
2025-03-09,B1_optimization_only,O0001877,M000762,S0004051,C005,P03,A,A,2025-03-09,9.00001,4.0,1
2025-03-09,B1_optimization_only,O0001875,M000760,S0004052,C003,P03,A,A,2025-03-09,12.075019999999999,7.0,1
2025-03-09,B1_optimization_only,O0001875,M000760,S0004053,C003,P03,A,A,2025-03-09,26.700029999999998,3.0,1
2025-03-09,B1_optimization_only,O0001876,M000764,S0004055,C007,P03,B,B,2025-03-09,8.200009999999999,11.0,1
2025-03-09,B1_optimization_only,O0001876,M000764,S0004056,C007,P03,B,B,2025-03-09,10.075019999999999,5.0,1
2025-03-09,B1_optimization_only,O0001876,M000764,S0004057,C007,P03,B,B,2025-03-09,24.700029999999998,2.0,1
2025-03-09,B1_optimization_only,O0001879,M000758,S0004061,C001,P04,B,B,2025-03-09,15.466666666666667,4.0,1
2025-03-09,B1_optimization_only,O0001879,M000758,S0004062,C001,P04,B,B,2025-03-09,32.800019999999996,3.0,1
2025-03-09,B1_optimization_only,O0001880,M000758,S0004063,C001,P05,A,A,2025-03-09,12.34,11.0,1
2025-03-09,B1_optimization_only,O0001880,M000758,S0004064,C001,P05,A,A,2025-03-09,13.06001,19.0,1
2025-03-09,B1_optimization_only,O0001880,M000758,S0004065,C001,P05,A,A,2025-03-09,14.260019999999999,3.0,1
2025-03-09,B1_optimization_only,O0001880,M000758,S0004066,C001,P05,A,A,2025-03-09,15.940030000000002,8.0,1
2025-03-09,B1_optimization_only,O0001880,M000758,S0004067,C001,P05,A,A,2025-03-09,30.10004,4.0,1
2025-03-09,B1_optimization_only,O0001881,M000761,S0004068,C004,P05,B,B,2025-03-09,10.540000000000001,17.0,1
2025-03-09,B1_optimization_only,O0001881,M000761,S0004069,C004,P05,B,B,2025-03-09,11.260010000000001,17.0,1
2025-03-09,B1_optimization_only,O0001881,M000761,S0004070,C004,P05,B,B,2025-03-09,12.46002,16.0,1
2025-03-09,B1_optimization_only,O0001881,M000761,S0004071,C004,P05,B,B,2025-03-09,14.140030000000001,3.0,1
2025-03-09,B1_optimization_only,O0001881,M000761,S0004072,C004,P05,B,B,2025-03-09,28.30004,2.0,1
2025-03-09,B1_optimization_only,O0001882,M000767,S0004073,C011,P06,A,A,2025-03-09,7.666666666666667,19.0,1
2025-03-09,B1_optimization_only,O0001882,M000767,S0004074,C011,P06,A,A,2025-03-09,9.666676666666666,9.0,1
2025-03-09,B1_optimization_only,O0001882,M000767,S0004075,C011,P06,A,A,2025-03-09,25.00002,3.0,1
2025-03-09,B1_optimization_only,O0001883,M000761,S0004076,C004,P06,B,B,2025-03-09,9.866666666666665,13.0,1
2025-03-09,B1_optimization_only,O0001883,M000761,S0004077,C004,P06,B,B,2025-03-09,11.866676666666665,8.0,1
2025-03-09,B1_optimization_only,O0001883,M000761,S0004078,C004,P06,B,B,2025-03-09,27.20002,3.0,1
2025-03-09,B1_optimization_only,O0001884,M000759,S0004079,C002,P07,A,A,2025-03-09,9.522448979591838,14.0,1
2025-03-09,B1_optimization_only,O0001885,M000760,S0004079,C003,P07,A,A,2025-03-09,8.522448979591838,32.0,1
2025-03-09,B1_optimization_only,O0001884,M000759,S0004080,C002,P07,A,A,2025-03-09,9.889805918367347,39.0,1
2025-03-09,B1_optimization_only,O0001884,M000759,S0004081,C002,P07,A,A,2025-03-09,10.50206081632653,27.0,1
2025-03-09,B1_optimization_only,O0001884,M000759,S0004082,C002,P07,A,A,2025-03-09,11.35921367346939,5.0,1
2025-03-09,B1_optimization_only,O0001884,M000759,S0004083,C002,P07,A,A,2025-03-09,12.46126448979592,14.0,1
2025-03-09,B1_optimization_only,O0001884,M000759,S0004084,C002,P07,A,A,2025-03-09,13.808213265306122,12.0,1
2025-03-09,B1_optimization_only,O0001884,M000759,S0004085,C002,P07,A,A,2025-03-09,27.40006,1.0,1
2025-03-09,B1_optimization_only,O0001886,M000766,S0004091,C009,P08,A,A,2025-03-09,9.74,6.0,1
2025-03-09,B1_optimization_only,O0001887,M000768,S0004091,C012,P08,A,A,2025-03-09,7.74,5.0,1
2025-03-09,B1_optimization_only,O0001888,M000762,S0004091,C005,P08,A,A,2025-03-09,9.340000000000002,3.0,1
2025-03-09,B1_optimization_only,O0001890,M000758,S0004091,C001,P08,A,B,2025-03-09,10.84,2.0,0
2025-03-09,B1_optimization_only,O0001886,M000766,S0004092,C009,P08,A,A,2025-03-09,10.46001,6.0,1
2025-03-09,B1_optimization_only,O0001886,M000766,S0004093,C009,P08,A,A,2025-03-09,11.66002,9.0,1
2025-03-09,B1_optimization_only,O0001886,M000766,S0004094,C009,P08,A,A,2025-03-09,13.34003,10.0,1
2025-03-09,B1_optimization_only,O0001889,M000760,S0004095,C003,P08,B,B,2025-03-09,10.540000000000001,6.0,1
2025-03-09,B1_optimization_only,O0001889,M000760,S0004096,C003,P08,B,B,2025-03-09,11.260010000000001,6.0,1
2025-03-09,B1_optimization_only,O0001889,M000760,S0004097,C003,P08,B,B,2025-03-09,12.46002,2.0,1
2025-03-09,B1_optimization_only,O0001889,M000760,S0004098,C003,P08,B,B,2025-03-09,14.140030000000001,4.0,1
2025-03-09,B1_optimization_only,O0001890,M000758,S0004099,C001,P08,B,B,2025-03-09,29.700039999999998,1.0,1
2025-03-09,P1_proposed_dss,O0001868,M000765,S0004040,C008,P01,A,A,2025-03-09,8.266666666666667,16.0,1
2025-03-09,P1_proposed_dss,O0001870,M000763,S0004040,C006,P01,A,A,2025-03-09,9.066666666666666,29.0,1
2025-03-09,P1_proposed_dss,O0001869,M000766,S0004041,C009,P01,A,A,2025-03-09,11.666676666666666,10.0,1
2025-03-09,P1_proposed_dss,O0001870,M000763,S0004041,C006,P01,A,A,2025-03-09,11.066676666666666,1.0,1
2025-03-09,P1_proposed_dss,O0001873,M000760,S0004045,C003,P02,A,A,2025-03-09,9.866666666666665,25.0,1
2025-03-09,P1_proposed_dss,O0001873,M000760,S0004046,C003,P02,A,A,2025-03-09,11.866676666666665,6.0,1
2025-03-09,P1_proposed_dss,O0001872,M000763,S0004047,C006,P02,B,B,2025-03-09,8.466666666666667,2.0,1
2025-03-09,P1_proposed_dss,O0001872,M000763,S0004048,C006,P02,B,B,2025-03-09,10.466676666666666,6.0,1
2025-03-09,P1_proposed_dss,O0001872,M000763,S0004049,C006,P02,B,B,2025-03-09,25.80002,2.0,1
2025-03-09,P1_proposed_dss,O0001874,M000768,S0004050,C012,P03,A,A,2025-03-09,6.275,4.0,1
2025-03-09,P1_proposed_dss,O0001877,M000762,S0004050,C005,P03,A,A,2025-03-09,7.875,7.0,1
2025-03-09,P1_proposed_dss,O0001875,M000760,S0004051,C003,P03,A,A,2025-03-09,10.200009999999999,8.0,1
2025-03-09,P1_proposed_dss,O0001877,M000762,S0004051,C005,P03,A,A,2025-03-09,9.00001,4.0,1
2025-03-09,P1_proposed_dss,O0001875,M000760,S0004052,C003,P03,A,A,2025-03-09,12.075019999999999,7.0,1
2025-03-09,P1_proposed_dss,O0001875,M000760,S0004053,C003,P03,A,A,2025-03-09,26.700029999999998,3.0,1
2025-03-09,P1_proposed_dss,O0001876,M000764,S0004055,C007,P03,B,B,2025-03-09,8.200009999999999,11.0,1
2025-03-09,P1_proposed_dss,O0001876,M000764,S0004056,C007,P03,B,B,2025-03-09,10.075019999999999,5.0,1
2025-03-09,P1_proposed_dss,O0001876,M000764,S0004057,C007,P03,B,B,2025-03-09,24.700029999999998,2.0,1
2025-03-09,P1_proposed_dss,O0001879,M000758,S0004061,C001,P04,B,B,2025-03-09,15.466666666666667,4.0,1
2025-03-09,P1_proposed_dss,O0001879,M000758,S0004062,C001,P04,B,B,2025-03-09,32.800019999999996,3.0,1
2025-03-09,P1_proposed_dss,O0001880,M000758,S0004063,C001,P05,A,A,2025-03-09,12.34,11.0,1
2025-03-09,P1_proposed_dss,O0001880,M000758,S0004064,C001,P05,A,A,2025-03-09,13.06001,19.0,1
2025-03-09,P1_proposed_dss,O0001880,M000758,S0004065,C001,P05,A,A,2025-03-09,14.260019999999999,3.0,1
2025-03-09,P1_proposed_dss,O0001880,M000758,S0004066,C001,P05,A,A,2025-03-09,15.940030000000002,8.0,1
2025-03-09,P1_proposed_dss,O0001880,M000758,S0004067,C001,P05,A,A,2025-03-09,30.10004,4.0,1
2025-03-09,P1_proposed_dss,O0001881,M000761,S0004068,C004,P05,B,B,2025-03-09,10.540000000000001,17.0,1
2025-03-09,P1_proposed_dss,O0001881,M000761,S0004069,C004,P05,B,B,2025-03-09,11.260010000000001,17.0,1
2025-03-09,P1_proposed_dss,O0001881,M000761,S0004070,C004,P05,B,B,2025-03-09,12.46002,16.0,1
2025-03-09,P1_proposed_dss,O0001881,M000761,S0004071,C004,P05,B,B,2025-03-09,14.140030000000001,3.0,1
2025-03-09,P1_proposed_dss,O0001881,M000761,S0004072,C004,P05,B,B,2025-03-09,28.30004,2.0,1
2025-03-09,P1_proposed_dss,O0001882,M000767,S0004073,C011,P06,A,A,2025-03-09,7.666666666666667,19.0,1
2025-03-09,P1_proposed_dss,O0001882,M000767,S0004074,C011,P06,A,A,2025-03-09,9.666676666666666,9.0,1
2025-03-09,P1_proposed_dss,O0001882,M000767,S0004075,C011,P06,A,A,2025-03-09,25.00002,3.0,1
2025-03-09,P1_proposed_dss,O0001883,M000761,S0004076,C004,P06,B,B,2025-03-09,9.866666666666665,13.0,1
2025-03-09,P1_proposed_dss,O0001883,M000761,S0004077,C004,P06,B,B,2025-03-09,11.866676666666665,8.0,1
2025-03-09,P1_proposed_dss,O0001883,M000761,S0004078,C004,P06,B,B,2025-03-09,27.20002,3.0,1
2025-03-09,P1_proposed_dss,O0001884,M000759,S0004079,C002,P07,A,A,2025-03-09,9.522448979591838,14.0,1
2025-03-09,P1_proposed_dss,O0001885,M000760,S0004079,C003,P07,A,A,2025-03-09,8.522448979591838,32.0,1
2025-03-09,P1_proposed_dss,O0001884,M000759,S0004080,C002,P07,A,A,2025-03-09,9.889805918367347,39.0,1
2025-03-09,P1_proposed_dss,O0001884,M000759,S0004081,C002,P07,A,A,2025-03-09,10.50206081632653,27.0,1
2025-03-09,P1_proposed_dss,O0001884,M000759,S0004082,C002,P07,A,A,2025-03-09,11.35921367346939,5.0,1
2025-03-09,P1_proposed_dss,O0001884,M000759,S0004083,C002,P07,A,A,2025-03-09,12.46126448979592,14.0,1
2025-03-09,P1_proposed_dss,O0001884,M000759,S0004084,C002,P07,A,A,2025-03-09,13.808213265306122,12.0,1
2025-03-09,P1_proposed_dss,O0001884,M000759,S0004085,C002,P07,A,A,2025-03-09,27.40006,1.0,1
2025-03-09,P1_proposed_dss,O0001886,M000766,S0004091,C009,P08,A,A,2025-03-09,9.74,6.0,1
2025-03-09,P1_proposed_dss,O0001887,M000768,S0004091,C012,P08,A,A,2025-03-09,7.74,5.0,1
2025-03-09,P1_proposed_dss,O0001888,M000762,S0004091,C005,P08,A,A,2025-03-09,9.340000000000002,3.0,1
2025-03-09,P1_proposed_dss,O0001890,M000758,S0004091,C001,P08,A,B,2025-03-09,10.84,2.0,0
2025-03-09,P1_proposed_dss,O0001886,M000766,S0004092,C009,P08,A,A,2025-03-09,10.46001,6.0,1
2025-03-09,P1_proposed_dss,O0001886,M000766,S0004093,C009,P08,A,A,2025-03-09,11.66002,9.0,1
2025-03-09,P1_proposed_dss,O0001886,M000766,S0004094,C009,P08,A,A,2025-03-09,13.34003,10.0,1
2025-03-09,P1_proposed_dss,O0001889,M000760,S0004095,C003,P08,B,B,2025-03-09,10.540000000000001,6.0,1
2025-03-09,P1_proposed_dss,O0001889,M000760,S0004096,C003,P08,B,B,2025-03-09,11.260010000000001,6.0,1
2025-03-09,P1_proposed_dss,O0001889,M000760,S0004097,C003,P08,B,B,2025-03-09,12.46002,2.0,1
2025-03-09,P1_proposed_dss,O0001889,M000760,S0004098,C003,P08,B,B,2025-03-09,14.140030000000001,4.0,1
2025-03-09,P1_proposed_dss,O0001890,M000758,S0004099,C001,P08,B,B,2025-03-09,29.700039999999998,1.0,1
2025-03-10,B0_manual,O0001898,M000769,S0004115,C001,P03,B,B,2025-03-10,,7.0,1
2025-03-10,B0_manual,O0001909,M000769,S0004124,C001,P05,A,A,2025-03-10,,10.0,1
2025-03-10,B0_manual,O0001921,M000769,S0004156,C001,P08,B,B,2025-03-10,,15.0,1
2025-03-10,B0_manual,O0001921,M000769,S0004157,C001,P08,B,B,2025-03-10,,1.0,1
2025-03-10,B0_manual,O0001904,M000770,S0004118,C002,P04,A,A,2025-03-10,,12.0,1
2025-03-10,B0_manual,O0001910,M000771,S0004128,C003,P05,B,B,2025-03-10,,11.0,1
2025-03-10,B0_manual,O0001910,M000771,S0004129,C003,P05,B,B,2025-03-10,,14.0,1
2025-03-10,B0_manual,O0001910,M000771,S0004130,C003,P05,B,B,2025-03-10,,7.0,1
2025-03-10,B0_manual,O0001910,M000771,S0004131,C003,P05,B,B,2025-03-10,,2.0,1
2025-03-10,B0_manual,O0001910,M000771,S0004132,C003,P05,B,B,2025-03-10,,1.0,1
2025-03-10,B0_manual,O0001918,M000771,S0004151,C003,P08,A,A,2025-03-10,,15.0,1
2025-03-10,B0_manual,O0001918,M000771,S0004152,C003,P08,A,A,2025-03-10,,10.0,1
2025-03-10,B0_manual,O0001895,M000772,S0004106,C004,P02,A,A,2025-03-10,,54.0,1
2025-03-10,B0_manual,O0001895,M000772,S0004107,C004,P02,A,A,2025-03-10,,10.0,1
2025-03-10,B0_manual,O0001902,M000772,S0004111,C004,P03,A,A,2025-03-10,,36.0,1
